x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
0.0,0.06077962856294756,0.12019258968560047,0.17686028937388976,0.22939006341530999,0.27639037122832877,0.3165068974923055,0.34847824327076343,0.37120515543647536,0.38382371020650424,0.38577132902099076,0.37683531875480997,0.3571766113893426,0.3273258390319072,0.28815377435633066,0.24082235099770136,0.18672499727187558,0.12742534383350654,0.06460153807210972,0.0
0.0,0.05779434384358416,0.11429315295501491,0.168188706861044,0.21815838893255488,0.26287877106519364,0.3010599588339521,0.33149893334888364,0.3531460474274243,0.36517541593095654,0.3670484529024981,0.3585605958324536,0.3398641437884655,0.3114644516261255,0.2741914562374967,0.22915255620927702,0.17767529812146188,0.12124863212988198,0.06146972228186001,0.0
0.0,0.05368557103370703,0.10617066063842703,0.1562428473102351,0.20267475790084052,0.2442368838286973,0.27972949581604234,0.30803247582566273,0.32816757449435074,0.339364384851804,0.3411199231716975,0.33324244961608224,0.315872878923325,0.2894811940338512,0.2548397312061948,0.21297901162218744,0.16513408036081853,0.1126895998276435,0.057130265351890815,0.0
0.0,0.04846151921792554,0.09584140992490209,0.1410468383006713,0.18297070665974044,0.22050303816890315,0.2525597928830194,0.27812804374204436,0.29632251095084294,0.30644551943816367,0.30804116768572276,0.3009351727343479,0.2852543341848092,0.2614232642294049,0.23014009282317063,0.19233632643681037,0.14912812072921997,0.1017664850779149,0.05159240152872621,0.0
0.0,0.042184859156313446,0.08342948489007859,0.12278361724081811,0.15928409016240078,0.19196462362985023,0.2198809111115074,0.2421500667188832,0.2580000502061696,0.26682211561185015,0.26821821016291986,0.2620358432847594,0.24838511834710583,0.2276358675867879,0.20039639192636824,0.1674783484887426,0.12985415257653812,0.08861348470042714,0.04492414450605875,0.0
0.0,0.03496556843786652,0.06915257213832023,0.10177397723131255,0.1320317675678886,0.15912499207040517,0.18227056045036097,0.20073601000190766,0.2138805953595158,0.2211989101744647,0.2223603173293847,0.21723795848025632,0.20592292370504608,0.1887218674791606,0.16613932359957245,0.13884850448272662,0.10765588885910911,0.07346508720006605,0.03724434931526312,0.0
0.0,0.026951784090146966,0.05330383667307503,0.07844981682298574,0.10177477210432244,0.12266130594418197,0.14050560764705258,0.1547427450583542,0.16487839967016957,0.17052256667141039,0.17142002138905682,0.16747273571544535,0.15875082785063555,0.14549072088216722,0.1280814796503382,0.10704225382800127,0.08299492914430508,0.05663623144732829,0.02871265771573357,0.0
0.0,0.018320156024894257,0.036232818091956304,0.053325965373871034,0.06918166194196668,0.08338023390816789,0.09551116569110722,0.10519030722866494,0.11208147172372962,0.11591937468944552,0.11653037392342372,0.11384773030803935,0.10791906268238018,0.09890509500138467,0.0870703563365221,0.072767828091709,0.05642033226078187,0.038501551576867264,0.01951897919641523,0.0
0.0,0.009266873894927675,0.01832767067899254,0.026974014157403612,0.03499451943274643,0.04217690172721982,0.04831348801245124,0.05320992489113181,0.05669611041502253,0.058637805915039684,0.05894713521538493,0.05759031038868508,0.054591405947168596,0.05003172491256255,0.044045091305956054,0.036810078971226734,0.0285405914194062,0.019476256456832274,0.009873798917346854,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
